synthetic_clients,validator_count,threshold,bandwidth_mbps,rtt_ms,proposal_kb,finality_record_kb,proposal_tx_ms,vote_tx_ms,network_ms,verification_ms,estimated_finality_ms
10,9,6,10.0,100.0,12.5451171875,1.43173828125,10.27696,1.17288,211.44984,3.6730879987590015,215.122927998759
10,9,6,50.0,10.0,12.5451171875,1.43173828125,2.0553920000000003,0.23457599999999998,22.289968000000002,3.6730879987590015,25.963055998759003
10,9,6,50.0,50.0,12.5451171875,1.43173828125,2.0553920000000003,0.23457599999999998,102.289968,3.6730879987590015,105.963055998759
10,9,6,50.0,100.0,12.5451171875,1.43173828125,2.0553920000000003,0.23457599999999998,202.28996800000002,3.6730879987590015,205.96305599875902
10,9,6,100.0,10.0,12.5451171875,1.43173828125,1.0276960000000002,0.11728799999999999,21.144983999999997,3.6730879987590015,24.818071998759
10,9,6,100.0,50.0,12.5451171875,1.43173828125,1.0276960000000002,0.11728799999999999,101.14498400000001,3.6730879987590015,104.81807199875901
10,9,6,100.0,100.0,12.5451171875,1.43173828125,1.0276960000000002,0.11728799999999999,201.144984,3.6730879987590015,204.818071998759
10,11,7,10.0,10.0,12.5451171875,1.66318359375,10.27696,1.36248,31.639440000000004,4.533817999763414,36.17325799976342
10,11,7,10.0,50.0,12.5451171875,1.66318359375,10.27696,1.36248,111.63944000000001,4.533817999763414,116.17325799976342
10,11,7,10.0,100.0,12.5451171875,1.66318359375,10.27696,1.36248,211.63944,4.533817999763414,216.17325799976342
10,11,7,50.0,10.0,12.5451171875,1.66318359375,2.0553920000000003,0.27249599999999996,22.327888,4.533817999763414,26.861705999763416
10,11,7,50.0,50.0,12.5451171875,1.66318359375,2.0553920000000003,0.27249599999999996,102.327888,4.533817999763414,106.86170599976342
10,11,7,50.0,100.0,12.5451171875,1.66318359375,2.0553920000000003,0.27249599999999996,202.327888,4.533817999763414,206.86170599976342
10,11,7,100.0,10.0,12.5451171875,1.66318359375,1.0276960000000002,0.13624799999999998,21.163943999999997,4.533817999763414,25.69776199976341
10,11,7,100.0,50.0,12.5451171875,1.66318359375,1.0276960000000002,0.13624799999999998,101.163944,4.533817999763414,105.69776199976342
10,11,7,100.0,100.0,12.5451171875,1.66318359375,1.0276960000000002,0.13624799999999998,201.163944,4.533817999763414,205.6977619997634
20,3,2,10.0,10.0,23.6360546875,0.74033203125,19.362656,0.60648,39.969136,2.342191999196075,42.311327999196074
20,3,2,10.0,50.0,23.6360546875,0.74033203125,19.362656,0.60648,119.969136,2.342191999196075,122.31132799919608
20,3,2,10.0,100.0,23.6360546875,0.74033203125,19.362656,0.60648,219.96913600000002,2.342191999196075,222.3113279991961
20,3,2,50.0,10.0,23.6360546875,0.74033203125,3.8725312,0.121296,23.993827200000002,2.342191999196075,26.336019199196077
20,3,2,50.0,50.0,23.6360546875,0.74033203125,3.8725312,0.121296,103.9938272,2.342191999196075,106.33601919919607
